,datetime,open,high,low,close,volume
2020-01-03 09:00:00,1578038400000,113.8,115.4,113.8,115.4,1.1027
2020-01-03 10:00:00,1578042000000,118.46,118.46,118.46,118.46,0.5
2020-01-03 11:00:00,1578045600000,118.06,118.06,118.02,118.02,1.33288
2020-01-03 12:00:00,1578049200000,118.4,118.4,118.4,118.4,0.08539
2020-01-03 13:00:00,1578052800000,118.4,118.4,118.4,118.4,0.0
2020-01-03 14:00:00,1578056400000,118.65,118.65,118.4,118.4,36.26909
2020-01-03 15:00:00,1578060000000,118.4,118.4,118.4,118.4,0.0
2020-01-03 16:00:00,1578063600000,117.65,117.65,117.59,117.59,0.28882
2020-01-03 17:00:00,1578067200000,117.59,117.59,117.59,117.59,0.0
2020-01-03 18:00:00,1578070800000,119.59,119.59,119.25,119.25,6.71017
2020-01-03 19:00:00,1578074400000,119.67,119.67,119.65,119.65,0.95827
2020-01-03 20:00:00,1578078000000,119.05,119.63,119.05,119.63,1.2759
2020-01-03 21:00:00,1578081600000,119.63,119.63,119.63,119.63,0.0
2020-01-03 22:00:00,1578085200000,119.63,119.63,119.63,119.63,0.0
2020-01-03 23:00:00,1578088800000,119.63,119.63,119.63,119.63,0.0
2020-01-04 00:00:00,1578092400000,119.3,120.0,119.3,120.0,2.2571
2020-01-04 01:00:00,1578096000000,120.0,120.0,119.8,119.8,8.43101
2020-01-04 02:00:00,1578099600000,119.68,119.68,119.68,119.68,0.23889
2020-01-04 03:00:00,1578103200000,119.68,119.68,119.68,119.68,0.0
2020-01-04 04:00:00,1578106800000,119.68,119.68,119.68,119.68,0.0
2020-01-04 05:00:00,1578110400000,119.31,119.31,119.31,119.31,0.09057
2020-01-04 06:00:00,1578114000000,119.68,119.68,119.68,119.68,0.2229
2020-01-04 07:00:00,1578117600000,119.64,119.64,119.64,119.64,0.1
2020-01-04 08:00:00,1578121200000,119.64,119.64,119.64,119.64,0.0
2020-01-04 09:00:00,1578124800000,119.64,119.64,119.64,119.64,0.0
2020-01-04 10:00:00,1578128400000,119.76,119.76,119.64,119.64,9.50397
2020-01-04 11:00:00,1578132000000,119.64,119.64,119.64,119.64,0.0
2020-01-04 12:00:00,1578135600000,119.64,119.64,119.64,119.64,0.0
2020-01-04 13:00:00,1578139200000,119.4,119.59,119.29,119.29,2.09779
2020-01-04 14:00:00,1578142800000,119.29,119.29,119.29,119.29,0.0
2020-01-04 15:00:00,1578146400000,119.29,119.29,119.29,119.29,0.0
2020-01-04 16:00:00,1578150000000,119.29,119.29,119.29,119.29,0.0
2020-01-04 17:00:00,1578153600000,119.29,119.29,119.29,119.29,0.82898
2020-01-04 18:00:00,1578157200000,119.29,119.29,119.29,119.29,0.0
2020-01-04 19:00:00,1578160800000,120.39,120.39,120.39,120.39,0.3
2020-01-04 20:00:00,1578164400000,120.39,120.39,120.39,120.39,0.0
