,datetime,open,high,low,close,volume
2020-11-08 08:00:00,1604818800000,49.264,49.264,49.264,49.264,21.685
2020-11-08 09:00:00,1604822400000,49.459,49.609,49.459,49.609,33.14
2020-11-08 10:00:00,1604826000000,49.609,49.609,49.609,49.609,0.0
2020-11-08 11:00:00,1604829600000,49.806,50.664,49.771,50.543,27.301
2020-11-08 12:00:00,1604833200000,50.595,50.595,50.349,50.458,8.314
2020-11-08 13:00:00,1604836800000,50.585,51.095,50.555,51.095,32.475
2020-11-08 14:00:00,1604840400000,51.01,51.01,50.299,50.575,10.513
2020-11-08 15:00:00,1604844000000,51.048,51.743,51.048,51.743,63.413
2020-11-08 16:00:00,1604847600000,51.989,52.251,51.538,51.538,211.783
2020-11-08 17:00:00,1604851200000,51.608,51.608,51.255,51.255,26.786
2020-11-08 18:00:00,1604854800000,51.385,51.873,51.385,51.767,35.556
2020-11-08 19:00:00,1604858400000,51.961,52.002,51.594,51.677,31.862
2020-11-08 20:00:00,1604862000000,51.94,51.94,51.07,51.13,105.707
2020-11-08 21:00:00,1604865600000,51.13,51.282,51.025,51.1,26.673
2020-11-08 22:00:00,1604869200000,51.0,51.0,50.522,50.726,83.879
2020-11-08 23:00:00,1604872800000,50.709,51.033,50.709,51.033,5.238
2020-11-09 00:00:00,1604876400000,51.203,51.203,51.203,51.203,1.52
2020-11-09 01:00:00,1604880000000,51.353,51.687,51.353,51.687,13.839
2020-11-09 02:00:00,1604883600000,51.475,51.475,51.475,51.475,3.933
2020-11-09 03:00:00,1604887200000,51.142,51.162,50.957,50.957,70.254
2020-11-09 04:00:00,1604890800000,50.529,50.752,50.386,50.752,21.166
2020-11-09 05:00:00,1604894400000,50.305,50.305,50.174,50.174,10.082
2020-11-09 06:00:00,1604898000000,50.063,50.064,50.063,50.064,10.825
2020-11-09 07:00:00,1604901600000,50.624,50.624,50.0,50.0,24.288
2020-11-09 08:00:00,1604905200000,50.089,50.438,49.85,49.85,17.64
2020-11-09 09:00:00,1604908800000,49.839,50.721,49.839,50.716,19.071
2020-11-09 10:00:00,1604912400000,50.7,51.076,50.7,50.925,43.787
2020-11-09 11:00:00,1604916000000,51.264,51.332,51.264,51.332,33.345
2020-11-09 12:00:00,1604919600000,51.396,51.983,51.394,51.983,51.437
2020-11-09 13:00:00,1604923200000,51.721,51.721,50.504,50.622,90.504
2020-11-09 14:00:00,1604926800000,50.614,50.614,49.531,49.955,200.05
2020-11-09 15:00:00,1604930400000,49.966,50.354,49.419,49.537,97.666
2020-11-09 16:00:00,1604934000000,49.17,49.784,48.928,49.279,379.599
2020-11-09 17:00:00,1604937600000,49.137,49.91,48.882,49.91,25.989
2020-11-09 18:00:00,1604941200000,49.907,50.065,49.907,50.063,21.512
2020-11-09 19:00:00,1604944800000,49.98,50.245,49.921,50.1,16.534
2020-11-09 20:00:00,1604948400000,50.114,50.342,50.114,50.17,3.308
2020-11-09 21:00:00,1604952000000,50.17,50.351,49.921,49.964,38.225
2020-11-09 22:00:00,1604955600000,49.975,50.3,49.975,50.191,12.953
2020-11-09 23:00:00,1604959200000,50.051,50.051,49.582,49.598,45.422
2020-11-10 00:00:00,1604962800000,49.76,49.966,49.634,49.961,101.23
2020-11-10 01:00:00,1604966400000,49.736,49.799,49.7,49.772,9.444
2020-11-10 02:00:00,1604970000000,49.872,50.274,49.872,50.26,8.433
2020-11-10 03:00:00,1604973600000,49.997,49.997,49.858,49.858,7.576
2020-11-10 04:00:00,1604977200000,49.858,49.858,49.858,49.858,0.0
2020-11-10 05:00:00,1604980800000,49.858,49.885,49.858,49.885,3.36
2020-11-10 06:00:00,1604984400000,49.937,49.937,49.608,49.802,19.342
2020-11-10 07:00:00,1604988000000,49.722,49.922,49.0,49.229,107.75
2020-11-10 08:00:00,1604991600000,49.539,49.871,49.371,49.714,20.151
2020-11-10 09:00:00,1604995200000,49.87,50.0,49.87,50.0,20.98
2020-11-10 10:00:00,1604998800000,49.95,50.14,49.95,50.119,10.552
2020-11-10 11:00:00,1605002400000,50.332,50.332,49.577,49.62,67.659
2020-11-10 12:00:00,1605006000000,49.585,49.941,49.196,49.941,32.358
2020-11-10 13:00:00,1605009600000,49.863,49.912,49.361,49.549,61.302
2020-11-10 14:00:00,1605013200000,49.397,49.397,49.099,49.31,58.527
2020-11-10 15:00:00,1605016800000,49.401,49.401,48.946,48.946,40.274
2020-11-10 16:00:00,1605020400000,48.946,49.05,48.5,48.899,87.981
2020-11-10 17:00:00,1605024000000,48.795,49.246,48.707,49.246,21.673
2020-11-10 18:00:00,1605027600000,49.041,49.3,48.975,49.214,25.374
2020-11-10 19:00:00,1605031200000,48.872,48.872,48.872,48.872,0.247
2020-11-10 20:00:00,1605034800000,49.2,49.23,49.2,49.2,25.19
2020-11-10 21:00:00,1605038400000,49.27,49.404,49.25,49.25,17.707
2020-11-10 22:00:00,1605042000000,49.467,49.467,49.46,49.46,4.523
2020-11-10 23:00:00,1605045600000,49.46,49.46,49.202,49.458,10.266
2020-11-11 00:00:00,1605049200000,49.34,49.34,49.069,49.069,4.153
2020-11-11 01:00:00,1605052800000,49.289,50.948,49.289,50.874,85.171
2020-11-11 02:00:00,1605056400000,50.887,50.887,50.434,50.716,70.648
2020-11-11 03:00:00,1605060000000,50.904,50.99,50.377,50.377,24.21
2020-11-11 04:00:00,1605063600000,50.448,50.751,50.448,50.751,32.241
2020-11-11 05:00:00,1605067200000,50.22,50.22,50.129,50.211,31.663
2020-11-11 06:00:00,1605070800000,50.3,50.3,49.973,50.066,30.606
2020-11-11 07:00:00,1605074400000,50.336,50.336,50.079,50.079,8.94
2020-11-11 08:00:00,1605078000000,50.352,50.492,50.27,50.282,17.374
2020-11-11 09:00:00,1605081600000,50.397,50.492,50.324,50.393,17.734
2020-11-11 10:00:00,1605085200000,50.443,50.822,50.069,50.178,310.099
2020-11-11 11:00:00,1605088800000,50.886,50.886,50.856,50.856,4.47
2020-11-11 12:00:00,1605092400000,50.746,51.381,50.551,50.611,396.17
2020-11-11 13:00:00,1605096000000,50.827,50.852,50.641,50.641,15.81
2020-11-11 14:00:00,1605099600000,50.755,50.756,50.236,50.338,507.927
2020-11-11 15:00:00,1605103200000,50.424,50.7,50.424,50.7,34.778
2020-11-11 16:00:00,1605106800000,50.641,50.813,50.641,50.792,17.65
2020-11-11 17:00:00,1605110400000,50.912,51.613,50.378,51.008,802.911
2020-11-11 18:00:00,1605114000000,51.201,51.204,50.811,50.9,164.533
2020-11-11 19:00:00,1605117600000,50.938,51.378,50.938,51.0,15.089
2020-11-11 20:00:00,1605121200000,51.054,51.22,50.89,51.06,127.428
2020-11-11 21:00:00,1605124800000,50.85,50.936,50.35,50.709,68.218
2020-11-11 22:00:00,1605128400000,50.874,50.933,50.561,50.922,50.675
2020-11-11 23:00:00,1605132000000,50.77,50.77,50.58,50.601,2.222
2020-11-12 00:00:00,1605135600000,50.601,50.601,50.601,50.601,0.0
2020-11-12 01:00:00,1605139200000,50.387,50.387,49.192,49.656,52.848
2020-11-12 02:00:00,1605142800000,49.53,49.763,49.53,49.763,3.428
2020-11-12 03:00:00,1605146400000,49.721,49.739,49.696,49.739,239.265
2020-11-12 04:00:00,1605150000000,49.883,50.055,49.857,50.055,27.527
2020-11-12 05:00:00,1605153600000,49.823,49.823,49.692,49.692,25.85
2020-11-12 06:00:00,1605157200000,49.935,49.947,49.837,49.947,9.875
2020-11-12 07:00:00,1605160800000,49.863,50.219,49.863,50.219,8.601
2020-11-12 08:00:00,1605164400000,50.3,50.948,50.274,50.581,48.29
2020-11-12 09:00:00,1605168000000,50.35,50.35,50.121,50.121,5.426
2020-11-12 10:00:00,1605171600000,50.418,50.484,50.217,50.423,46.11
2020-11-12 11:00:00,1605175200000,50.68,51.378,49.439,49.464,409.187
2020-11-12 12:00:00,1605178800000,49.238,50.023,49.228,50.023,332.106
2020-11-12 13:00:00,1605182400000,49.85,49.941,49.85,49.87,27.619
2020-11-12 14:00:00,1605186000000,49.665,50.0,49.468,50.0,40.955
2020-11-12 15:00:00,1605189600000,50.0,50.219,49.512,49.824,50.901
2020-11-12 16:00:00,1605193200000,49.903,50.027,49.824,50.027,9.251
2020-11-12 17:00:00,1605196800000,49.883,49.976,49.665,49.72,8.166
2020-11-12 18:00:00,1605200400000,50.027,50.87,49.633,49.633,134.266
2020-11-12 19:00:00,1605204000000,49.663,49.933,49.427,49.933,102.309
2020-11-12 20:00:00,1605207600000,49.758,49.814,49.591,49.814,13.84
2020-11-12 21:00:00,1605211200000,49.857,50.19,49.857,50.008,270.034
2020-11-12 22:00:00,1605214800000,50.107,50.233,50.047,50.049,35.902
2020-11-12 23:00:00,1605218400000,50.19,50.571,50.15,50.385,13.337
2020-11-13 00:00:00,1605222000000,50.343,51.653,50.259,51.653,1576.599
2020-11-13 01:00:00,1605225600000,51.666,52.258,51.238,51.9,288.931
2020-11-13 02:00:00,1605229200000,51.916,52.574,51.916,52.298,65.92
2020-11-13 03:00:00,1605232800000,52.549,52.654,52.089,52.135,102.307
2020-11-13 04:00:00,1605236400000,52.353,53.077,52.353,52.942,79.016
2020-11-13 05:00:00,1605240000000,52.542,53.0,52.436,53.0,26.995
2020-11-13 06:00:00,1605243600000,52.716,52.716,52.405,52.405,17.867
2020-11-13 07:00:00,1605247200000,52.345,53.489,52.345,53.079,133.506
2020-11-13 08:00:00,1605250800000,52.994,52.994,52.278,52.957,90.622
2020-11-13 09:00:00,1605254400000,52.87,54.0,52.371,53.947,161.76
2020-11-13 10:00:00,1605258000000,53.91,54.756,53.714,54.441,146.049
2020-11-13 11:00:00,1605261600000,54.44,54.557,53.823,53.9,134.612
2020-11-13 12:00:00,1605265200000,53.499,54.044,53.153,53.984,105.583
2020-11-13 13:00:00,1605268800000,53.898,55.773,53.898,55.359,346.572
2020-11-13 14:00:00,1605272400000,55.359,56.499,55.359,55.65,185.124
2020-11-13 15:00:00,1605276000000,56.05,56.078,55.232,55.697,242.543
2020-11-13 16:00:00,1605279600000,55.6,55.6,55.097,55.6,107.961
2020-11-13 17:00:00,1605283200000,55.674,56.447,54.691,56.073,159.628
2020-11-13 18:00:00,1605286800000,55.998,56.085,55.367,56.085,153.486
2020-11-13 19:00:00,1605290400000,55.473,55.65,55.473,55.494,182.803
2020-11-13 20:00:00,1605294000000,55.589,55.589,54.988,55.346,225.441
2020-11-13 21:00:00,1605297600000,55.401,55.494,54.993,55.155,10.586
2020-11-13 22:00:00,1605301200000,55.354,55.678,55.346,55.67,82.429
2020-11-13 23:00:00,1605304800000,55.622,56.002,55.38,55.751,28.91
2020-11-14 00:00:00,1605308400000,55.717,56.022,55.378,55.508,75.135
2020-11-14 01:00:00,1605312000000,55.276,55.311,54.936,55.031,82.72
2020-11-14 02:00:00,1605315600000,54.875,54.875,54.448,54.791,28.843
2020-11-14 03:00:00,1605319200000,54.739,54.939,54.567,54.726,21.427
2020-11-14 04:00:00,1605322800000,54.702,54.762,54.395,54.424,10.652
2020-11-14 05:00:00,1605326400000,54.424,54.424,53.931,54.336,27.598
2020-11-14 06:00:00,1605330000000,54.293,54.834,54.029,54.834,17.734
2020-11-14 07:00:00,1605333600000,54.602,54.795,54.569,54.569,26.566
2020-11-14 08:00:00,1605337200000,54.441,54.441,54.029,54.263,55.976
2020-11-14 09:00:00,1605340800000,54.204,54.212,53.357,53.543,46.754
2020-11-14 10:00:00,1605344400000,53.337,53.42,52.784,52.784,262.598
2020-11-14 11:00:00,1605348000000,52.805,53.228,52.805,53.027,56.533
2020-11-14 12:00:00,1605351600000,53.204,53.538,53.204,53.538,7.035
2020-11-14 13:00:00,1605355200000,53.429,53.429,53.408,53.408,4.575
2020-11-14 14:00:00,1605358800000,53.418,53.535,53.407,53.535,8.423
2020-11-14 15:00:00,1605362400000,53.657,53.806,53.65,53.806,12.142
2020-11-14 16:00:00,1605366000000,53.595,53.72,53.467,53.72,32.161
2020-11-14 17:00:00,1605369600000,53.55,53.72,52.949,52.993,24.859
2020-11-14 18:00:00,1605373200000,53.004,53.19,52.367,53.19,141.012
2020-11-14 19:00:00,1605376800000,53.451,53.548,53.411,53.548,11.642
2020-11-14 20:00:00,1605380400000,53.3,53.347,53.242,53.347,147.916
2020-11-14 21:00:00,1605384000000,53.463,53.6,53.463,53.6,255.073
2020-11-14 22:00:00,1605387600000,53.6,53.713,53.6,53.713,3.717
2020-11-14 23:00:00,1605391200000,53.713,53.713,53.713,53.713,0.0
2020-11-15 00:00:00,1605394800000,53.713,54.212,53.713,54.212,7.938
2020-11-15 01:00:00,1605398400000,54.375,54.61,54.163,54.163,39.169
2020-11-15 02:00:00,1605402000000,53.863,53.863,53.764,53.764,12.804
2020-11-15 03:00:00,1605405600000,53.482,53.732,53.346,53.42,35.726
2020-11-15 04:00:00,1605409200000,53.25,53.326,52.982,52.982,11.188
2020-11-15 05:00:00,1605412800000,53.257,53.257,53.232,53.232,3.655
2020-11-15 06:00:00,1605416400000,53.534,53.534,53.534,53.534,3.45
2020-11-15 07:00:00,1605420000000,54.018,54.018,54.018,54.018,1.771
2020-11-15 08:00:00,1605423600000,53.696,53.696,53.596,53.596,6.769
2020-11-15 09:00:00,1605427200000,53.921,53.921,53.921,53.921,4.33
2020-11-15 10:00:00,1605430800000,53.921,53.921,53.685,53.685,75.105
2020-11-15 11:00:00,1605434400000,53.232,53.232,53.023,53.148,19.587
2020-11-15 12:00:00,1605438000000,53.248,53.248,52.836,52.836,11.244
2020-11-15 13:00:00,1605441600000,52.628,53.316,52.628,52.986,42.815
2020-11-15 14:00:00,1605445200000,52.896,53.576,52.864,53.538,24.2
2020-11-15 15:00:00,1605448800000,53.4,53.493,53.266,53.493,12.156
2020-11-15 16:00:00,1605452400000,53.285,53.285,53.148,53.154,18.357
2020-11-15 17:00:00,1605456000000,53.241,53.241,52.864,52.864,8.593
2020-11-15 18:00:00,1605459600000,52.864,53.011,52.344,52.499,59.258
2020-11-15 19:00:00,1605463200000,52.523,52.639,52.175,52.609,86.44
2020-11-15 20:00:00,1605466800000,52.337,52.519,52.282,52.519,14.192
2020-11-15 21:00:00,1605470400000,52.234,52.601,52.168,52.48,107.414
2020-11-15 22:00:00,1605474000000,52.48,52.48,52.47,52.47,5.213
2020-11-15 23:00:00,1605477600000,52.47,52.776,52.0,52.776,24.148
2020-11-16 00:00:00,1605481200000,52.938,52.969,52.731,52.861,21.363
2020-11-16 01:00:00,1605484800000,53.006,54.543,53.006,54.48,103.679
2020-11-16 02:00:00,1605488400000,54.539,55.268,54.316,55.05,348.362
2020-11-16 03:00:00,1605492000000,55.045,55.42,54.965,54.965,48.132
2020-11-16 04:00:00,1605495600000,54.637,56.209,54.637,55.975,140.876
2020-11-16 05:00:00,1605499200000,55.908,56.326,55.902,56.092,82.382
2020-11-16 06:00:00,1605502800000,56.02,56.678,56.02,56.224,248.513
2020-11-16 07:00:00,1605506400000,56.359,56.72,56.359,56.692,47.104
2020-11-16 08:00:00,1605510000000,56.717,57.92,56.717,57.92,90.075
2020-11-16 09:00:00,1605513600000,57.871,57.952,57.055,57.055,148.435
2020-11-16 10:00:00,1605517200000,57.267,57.267,56.635,57.073,149.945
2020-11-16 11:00:00,1605520800000,57.073,57.918,57.0,57.918,120.373
2020-11-16 12:00:00,1605524400000,57.831,57.831,57.148,57.148,131.84
2020-11-16 13:00:00,1605528000000,57.148,57.439,56.757,57.339,155.29
2020-11-16 14:00:00,1605531600000,57.384,60.0,57.2,59.54,366.985
2020-11-16 15:00:00,1605535200000,59.663,61.082,59.663,60.32,794.423
2020-11-16 16:00:00,1605538800000,60.291,60.488,59.835,60.412,104.624
2020-11-16 17:00:00,1605542400000,60.49,61.392,59.609,60.162,560.194
2020-11-16 18:00:00,1605546000000,60.234,60.843,60.234,60.727,347.78
2020-11-16 19:00:00,1605549600000,60.721,61.503,60.721,60.851,197.691
2020-11-16 20:00:00,1605553200000,60.7,61.3,60.182,60.402,267.252
2020-11-16 21:00:00,1605556800000,60.446,60.668,59.877,60.211,115.109
2020-11-16 22:00:00,1605560400000,60.212,60.259,59.388,59.625,107.472
2020-11-16 23:00:00,1605564000000,59.916,60.73,59.671,60.663,542.69
2020-11-17 00:00:00,1605567600000,60.912,63.0,60.912,62.54,1906.687
2020-11-17 01:00:00,1605571200000,62.432,64.062,62.07,63.498,449.498
2020-11-17 02:00:00,1605574800000,63.394,63.394,62.469,62.479,213.355
2020-11-17 03:00:00,1605578400000,62.711,63.217,61.793,61.886,331.201
2020-11-17 04:00:00,1605582000000,61.931,62.73,61.806,62.543,134.776
2020-11-17 05:00:00,1605585600000,61.869,62.838,61.869,62.665,68.47
2020-11-17 06:00:00,1605589200000,62.606,63.184,62.137,62.363,182.814
2020-11-17 07:00:00,1605592800000,62.561,62.853,62.168,62.56,80.536
2020-11-17 08:00:00,1605596400000,62.553,63.337,62.412,62.453,154.685
2020-11-17 09:00:00,1605600000000,62.631,62.631,62.128,62.232,298.157
2020-11-17 10:00:00,1605603600000,62.168,62.491,60.514,61.193,452.61
2020-11-17 11:00:00,1605607200000,61.356,62.19,61.356,62.164,124.743
2020-11-17 12:00:00,1605610800000,62.13,62.856,61.84,62.693,214.479
2020-11-17 13:00:00,1605614400000,62.68,62.813,61.927,62.813,306.968
2020-11-17 14:00:00,1605618000000,62.744,62.744,60.813,60.856,264.213
2020-11-17 15:00:00,1605621600000,60.653,61.77,60.653,61.464,533.598
2020-11-17 16:00:00,1605625200000,61.518,61.737,60.473,61.527,412.028
2020-11-17 17:00:00,1605628800000,61.602,64.173,61.113,62.661,1335.029
2020-11-17 18:00:00,1605632400000,62.663,63.042,61.375,62.36,1469.296
2020-11-17 19:00:00,1605636000000,62.374,62.966,62.133,62.587,365.729
2020-11-17 20:00:00,1605639600000,62.601,63.706,62.486,63.442,628.448
2020-11-17 21:00:00,1605643200000,63.505,64.115,62.922,63.046,528.697
2020-11-17 22:00:00,1605646800000,62.944,63.138,62.453,62.922,169.166
2020-11-17 23:00:00,1605650400000,62.978,65.083,62.463,64.432,241.359
2020-11-18 00:00:00,1605654000000,64.5,65.0,64.211,64.527,335.715
2020-11-18 01:00:00,1605657600000,64.563,65.005,62.894,63.232,622.332
2020-11-18 02:00:00,1605661200000,63.404,63.404,62.523,63.234,229.617
2020-11-18 03:00:00,1605664800000,63.416,63.449,62.643,62.719,138.178
2020-11-18 04:00:00,1605668400000,62.761,63.506,62.268,63.506,456.172
2020-11-18 05:00:00,1605672000000,63.628,63.757,62.618,63.141,579.145
2020-11-18 06:00:00,1605675600000,63.256,63.645,57.403,59.897,1632.762
2020-11-18 07:00:00,1605679200000,59.931,62.222,59.798,61.361,616.786
2020-11-18 08:00:00,1605682800000,61.212,62.0,60.89,61.801,147.209
2020-11-18 09:00:00,1605686400000,61.944,62.161,61.214,61.648,307.809
2020-11-18 10:00:00,1605690000000,61.749,61.749,60.615,61.02,180.781
2020-11-18 11:00:00,1605693600000,61.0,62.13,60.649,62.079,124.206
2020-11-18 12:00:00,1605697200000,62.094,62.094,61.29,61.343,485.177
2020-11-18 13:00:00,1605700800000,61.433,61.533,60.711,60.81,201.471
2020-11-18 14:00:00,1605704400000,60.649,61.436,60.328,60.53,353.824
2020-11-18 15:00:00,1605708000000,60.529,60.598,59.717,59.911,181.642
2020-11-18 16:00:00,1605711600000,59.541,60.37,58.571,60.251,505.347
2020-11-18 17:00:00,1605715200000,60.202,62.981,59.992,62.404,982.016
2020-11-18 18:00:00,1605718800000,62.039,63.04,62.039,62.485,231.524
2020-11-18 19:00:00,1605722400000,62.351,62.478,61.779,62.214,152.992
2020-11-18 20:00:00,1605726000000,62.31,63.199,61.342,61.677,241.18
2020-11-18 21:00:00,1605729600000,61.617,61.638,61.001,61.4,160.622
2020-11-18 22:00:00,1605733200000,61.375,62.104,61.375,62.104,102.672
2020-11-18 23:00:00,1605736800000,62.419,63.003,62.136,62.632,42.493
2020-11-19 00:00:00,1605740400000,62.431,62.494,61.999,62.343,121.663
2020-11-19 01:00:00,1605744000000,62.265,63.591,61.744,63.402,735.988
2020-11-19 02:00:00,1605747600000,63.72,63.72,62.876,63.348,117.322
2020-11-19 03:00:00,1605751200000,63.267,63.409,62.524,62.792,207.182
2020-11-19 04:00:00,1605754800000,62.895,63.129,62.643,62.704,90.91
2020-11-19 05:00:00,1605758400000,62.855,62.855,62.059,62.437,141.613
2020-11-19 06:00:00,1605762000000,62.466,62.72,62.106,62.576,84.486
2020-11-19 07:00:00,1605765600000,62.567,62.833,61.591,61.591,128.364
2020-11-19 08:00:00,1605769200000,61.633,61.848,61.175,61.505,75.254
2020-11-19 09:00:00,1605772800000,61.335,61.626,60.648,61.528,351.532
2020-11-19 10:00:00,1605776400000,61.288,62.092,61.108,61.372,213.624
2020-11-19 11:00:00,1605780000000,61.254,63.623,61.163,63.355,306.72
2020-11-19 12:00:00,1605783600000,63.339,67.0,63.32,66.505,1096.995
2020-11-19 13:00:00,1605787200000,66.725,67.875,66.057,66.998,811.199
2020-11-19 14:00:00,1605790800000,67.08,67.747,66.572,67.397,572.804
2020-11-19 15:00:00,1605794400000,67.312,68.707,66.88,67.64,239.54
2020-11-19 16:00:00,1605798000000,67.841,68.209,67.042,68.209,543.294
2020-11-19 17:00:00,1605801600000,68.306,69.396,67.64,68.448,618.911
2020-11-19 18:00:00,1605805200000,68.226,68.483,67.692,68.415,319.782
2020-11-19 19:00:00,1605808800000,68.29,69.142,68.259,68.761,127.579
2020-11-19 20:00:00,1605812400000,68.761,70.176,68.761,69.81,945.948
2020-11-19 21:00:00,1605816000000,69.696,70.499,69.486,69.532,850.08
2020-11-19 22:00:00,1605819600000,69.387,69.749,68.0,68.291,474.398
2020-11-19 23:00:00,1605823200000,68.469,69.686,68.367,69.119,501.106
2020-11-20 00:00:00,1605826800000,69.166,69.515,67.641,68.941,460.318
2020-11-20 01:00:00,1605830400000,68.941,70.742,68.76,69.72,722.067
2020-11-20 02:00:00,1605834000000,69.63,70.286,68.502,68.765,428.654
2020-11-20 03:00:00,1605837600000,69.092,69.524,68.512,69.132,191.073
2020-11-20 04:00:00,1605841200000,69.068,69.3,68.087,68.38,208.183
2020-11-20 05:00:00,1605844800000,68.564,69.295,68.538,68.877,297.332
2020-11-20 06:00:00,1605848400000,68.512,68.733,68.054,68.301,334.593
2020-11-20 07:00:00,1605852000000,68.0,68.5,67.66,68.056,444.095
2020-11-20 08:00:00,1605855600000,68.071,69.017,67.595,68.144,479.256
2020-11-20 09:00:00,1605859200000,68.095,69.198,67.65,69.198,494.131
2020-11-20 10:00:00,1605862800000,69.026,69.103,67.748,68.02,262.936
2020-11-20 11:00:00,1605866400000,68.02,69.588,67.963,69.493,432.493
2020-11-20 12:00:00,1605870000000,69.408,69.579,68.74,69.458,564.174
2020-11-20 13:00:00,1605873600000,69.623,69.76,68.822,68.966,375.159
2020-11-20 14:00:00,1605877200000,69.011,69.621,68.8,69.349,346.165
2020-11-20 15:00:00,1605880800000,69.375,69.7,68.64,69.346,748.111
2020-11-20 16:00:00,1605884400000,69.296,69.341,68.626,69.299,186.79
2020-11-20 17:00:00,1605888000000,69.441,72.287,68.978,71.928,927.604
2020-11-20 18:00:00,1605891600000,71.697,72.074,70.724,71.56,975.461
2020-11-20 19:00:00,1605895200000,71.631,71.677,69.707,70.095,1053.828
2020-11-20 20:00:00,1605898800000,70.251,70.616,69.953,70.5,487.032
2020-11-20 21:00:00,1605902400000,70.601,70.822,70.224,70.681,142.968
2020-11-20 22:00:00,1605906000000,70.575,70.931,70.488,70.8,314.58
2020-11-20 23:00:00,1605909600000,70.898,70.936,68.911,69.397,276.105
2020-11-21 00:00:00,1605913200000,69.855,69.99,69.3,69.653,169.168
2020-11-21 01:00:00,1605916800000,69.827,71.357,69.827,71.181,642.454
2020-11-21 02:00:00,1605920400000,70.922,71.88,70.799,70.868,767.481
2020-11-21 03:00:00,1605924000000,71.29,71.325,69.117,69.283,554.417
2020-11-21 04:00:00,1605927600000,69.449,70.168,69.367,69.411,365.97
2020-11-21 05:00:00,1605931200000,69.275,69.275,67.845,68.351,487.629
2020-11-21 06:00:00,1605934800000,68.419,69.246,68.328,69.049,164.602
2020-11-21 07:00:00,1605938400000,69.171,70.709,69.171,70.331,239.103
